,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,Duration,months,Rating
8647,70126,2006-12-04 10:44:31.483,HR,36,Chargedoff,2008-05-18 00:00:00.000,,,0,Nurse's Aide,Not available,False,530.0,18.0,HR
13501,70129,2006-12-04 10:49:30.933,HR,36,Chargedoff,2008-11-13 00:00:00.000,,,0,Professional,Not available,False,709.0,24.0,HR
61627,70138,2006-12-04 11:01:20.110,D,36,Chargedoff,2007-12-10 00:00:00.000,,,0,Student - College Junior,Not available,False,370.0,12.0,D
19234,70148,2006-12-04 11:13:34.070,E,36,Defaulted,2007-08-13 00:00:00.000,,,0,Landscaping,Not available,False,251.0,8.0,E
109809,70150,2006-12-04 11:15:39.180,HR,36,Chargedoff,2008-07-18 00:00:00.000,,,0,Nurse (RN),Not available,False,591.0,20.0,HR
57212,70265,2006-12-04 14:18:40.790,HR,36,Chargedoff,2008-12-18 00:00:00.000,,,0,Other,Not available,False,744.0,25.0,HR
44739,70312,2006-12-04 15:40:40.460,E,36,Chargedoff,2008-07-17 00:00:00.000,,,0,Other,Not available,False,590.0,20.0,E
45162,70317,2006-12-04 15:48:05.377,NC,36,Chargedoff,2008-11-14 00:00:00.000,,,0,Food Service,Not available,False,710.0,24.0,NC
10080,70367,2006-12-04 17:43:10.663,E,36,Chargedoff,2010-02-20 00:00:00.000,,,0,,,False,1173.0,39.0,E
104273,70432,2006-12-04 20:02:45.057,D,36,Chargedoff,2009-06-23 00:00:00.000,,,0,Student - College Senior,Not available,False,931.0,31.0,D
47110,70450,2006-12-04 20:58:09.547,E,36,Chargedoff,2009-06-14 00:00:00.000,,,0,Construction,Not available,False,922.0,31.0,E
90123,70470,2006-12-04 22:03:38.060,HR,36,Defaulted,2007-08-19 00:00:00.000,,,0,Clerical,Not available,False,257.0,9.0,HR
10182,70482,2006-12-04 23:21:38.717,D,36,Chargedoff,2009-07-29 00:00:00.000,,,0,Professional,Not available,False,967.0,32.0,D
41860,70485,2006-12-04 23:53:08.927,HR,36,Defaulted,2007-09-09 00:00:00.000,,,0,Teacher,Not available,False,278.0,9.0,HR
10867,70489,2006-12-05 00:47:51.700,E,36,Chargedoff,2007-12-17 00:00:00.000,,,0,Military Enlisted,Not available,False,376.0,13.0,E
63075,70515,2006-12-05 06:18:54.703,D,36,Chargedoff,2008-07-26 00:00:00.000,,,0,Clerical,Not available,True,598.0,20.0,D
57115,70572,2006-12-05 08:27:27.573,HR,36,Chargedoff,2010-02-10 00:00:00.000,,,0,Other,Not available,False,1162.0,39.0,HR
53243,70764,2006-12-05 13:47:41.517,D,36,Defaulted,2007-12-17 00:00:00.000,,,0,Realtor,Not available,True,376.0,13.0,D
75231,70812,2006-12-05 15:17:33.027,D,36,Chargedoff,2007-12-14 00:00:00.000,,,0,Student - College Sophomore,Not available,False,373.0,12.0,D
81294,70837,2006-12-05 16:25:10.037,HR,36,Defaulted,2007-07-12 00:00:00.000,,,0,Laborer,Not available,True,218.0,7.0,HR
21872,70870,2006-12-05 17:29:11.080,C,36,Chargedoff,2009-08-14 00:00:00.000,,,0,Nurse (LPN),Not available,True,982.0,33.0,C
7041,70898,2006-12-05 18:18:47.760,B,36,Chargedoff,2009-12-19 00:00:00.000,,,0,Accountant/CPA,Not available,True,1109.0,37.0,B
25462,70906,2006-12-05 18:40:56.057,E,36,Defaulted,2008-04-10 00:00:00.000,,,0,Analyst,Not available,False,491.0,16.0,E
29038,70945,2006-12-05 20:14:16.993,C,36,Chargedoff,2009-06-16 00:00:00.000,,,0,Clerical,Not available,True,923.0,31.0,C
53527,70947,2006-12-05 20:19:11.240,HR,36,Chargedoff,2008-05-19 00:00:00.000,,,0,Professional,Not available,False,530.0,18.0,HR
66414,70950,2006-12-05 20:24:56.987,E,36,Defaulted,2007-11-11 00:00:00.000,,,0,Skilled Labor,Not available,False,340.0,11.0,E
6721,70966,2006-12-05 21:09:09.013,D,36,Defaulted,2007-11-20 00:00:00.000,,,0,Other,Not available,False,349.0,12.0,D
75741,70974,2006-12-05 21:25:56.050,HR,36,Defaulted,2007-11-16 00:00:00.000,,,0,Other,Not available,False,345.0,12.0,HR
81549,71007,2006-12-06 00:55:13.090,E,36,Chargedoff,2008-06-15 00:00:00.000,,,0,Other,Not available,False,556.0,19.0,E
36406,71008,2006-12-06 00:57:04.793,D,36,Chargedoff,2009-08-13 00:00:00.000,,,0,Professional,Not available,False,980.0,33.0,D
91670,71013,2006-12-06 01:37:33.417,HR,36,Defaulted,2007-12-19 00:00:00.000,,,0,Nurse (LPN),Not available,False,377.0,13.0,HR
105078,71019,2006-12-06 03:47:02.943,C,36,Defaulted,2007-09-10 00:00:00.000,,,0,Skilled Labor,Not available,True,277.0,9.0,C
36740,71022,2006-12-06 04:06:59.693,E,36,Defaulted,2007-09-11 00:00:00.000,,,0,Other,Not available,True,278.0,9.0,E
91389,71156,2006-12-06 09:57:50.110,E,36,Chargedoff,2008-02-10 00:00:00.000,,,0,Other,Not available,True,430.0,14.0,E
41169,71183,2006-12-06 10:48:03.073,HR,36,Chargedoff,2008-03-19 00:00:00.000,,,0,Professional,Not available,False,468.0,16.0,HR
26676,71221,2006-12-06 12:06:15.247,D,36,Chargedoff,2009-04-19 00:00:00.000,,,0,Sales - Commission,Not available,True,864.0,29.0,D
62283,71272,2006-12-06 13:45:58.263,HR,36,Defaulted,2007-08-18 00:00:00.000,,,0,Sales - Commission,Not available,False,254.0,8.0,HR
92856,71273,2006-12-06 13:54:18.867,NC,36,Defaulted,2007-07-11 00:00:00.000,,,0,,,False,216.0,7.0,NC
94468,71288,2006-12-06 14:15:03.723,HR,36,Defaulted,2007-06-21 00:00:00.000,,,0,Other,Not available,False,196.0,7.0,HR
25450,71330,2006-12-06 15:44:35.500,D,36,Defaulted,2007-08-10 00:00:00.000,,,0,Sales - Retail,Not available,False,246.0,8.0,D
18147,71337,2006-12-06 15:55:01.820,E,36,Defaulted,2010-04-21 00:00:00.000,,,0,Teacher,Not available,False,1231.0,41.0,E
74667,71359,2006-12-06 16:46:18.813,HR,36,Defaulted,2007-07-13 00:00:00.000,,,0,Construction,Not available,False,218.0,7.0,HR
112055,71424,2006-12-06 18:54:15.510,HR,36,Defaulted,2007-12-18 00:00:00.000,,,0,Administrative Assistant,Not available,False,376.0,13.0,HR
870,71429,2006-12-06 19:02:43.130,AA,36,Chargedoff,2010-01-19 00:00:00.000,,,0,Police Officer/Correction Officer,Not available,True,1139.0,38.0,AA
86217,71434,2006-12-06 19:15:35.930,E,36,Defaulted,2007-11-24 00:00:00.000,,,0,Other,Not available,True,352.0,12.0,E
89107,71479,2006-12-06 21:32:11.687,C,36,Chargedoff,2008-05-18 00:00:00.000,,,0,Engineer - Mechanical,Not available,False,528.0,18.0,C
71014,71501,2006-12-06 23:58:43.790,HR,36,Chargedoff,2008-09-11 00:00:00.000,,,0,Other,Not available,False,644.0,21.0,HR
24888,71520,2006-12-07 05:15:35.250,HR,36,Chargedoff,2007-12-17 00:00:00.000,,,0,Other,Not available,False,374.0,12.0,HR
29092,71536,2006-12-07 06:12:41.970,HR,36,Chargedoff,2007-09-16 00:00:00.000,,,0,Laborer,Not available,True,282.0,9.0,HR
37074,71585,2006-12-07 08:24:44.917,HR,36,Chargedoff,2008-10-17 00:00:00.000,,,0,Retail Management,Not available,True,679.0,23.0,HR
44568,71616,2006-12-07 09:31:22.650,A,36,Chargedoff,2009-02-20 00:00:00.000,,,0,,,True,805.0,27.0,A
37056,71681,2006-12-07 11:35:28.770,E,36,Defaulted,2007-10-21 00:00:00.000,,,0,Other,Not available,False,317.0,11.0,E
47835,71712,2006-12-07 12:30:54.213,HR,36,Chargedoff,2008-06-20 00:00:00.000,,,0,Sales - Retail,Not available,True,560.0,19.0,HR
10345,71727,2006-12-07 12:50:55.260,C,36,Chargedoff,2008-05-12 00:00:00.000,,,0,Other,Not available,False,521.0,17.0,C
18595,71730,2006-12-07 12:58:19.550,E,36,Defaulted,2008-05-18 00:00:00.000,,,0,,,False,527.0,18.0,E
88665,71841,2006-12-07 17:03:52.023,C,36,Chargedoff,2007-12-17 00:00:00.000,,,0,Other,Not available,False,374.0,12.0,C
82813,71878,2006-12-07 18:18:36.620,E,36,Defaulted,2008-09-16 00:00:00.000,,,0,Nurse's Aide,Not available,False,648.0,22.0,E
38168,71925,2006-12-07 20:07:49.160,B,36,Defaulted,2007-05-22 00:00:00.000,,,0,Accountant/CPA,Not available,True,165.0,6.0,B
14540,71929,2006-12-07 20:23:32.870,C,36,Chargedoff,2008-12-19 00:00:00.000,,,0,Other,Not available,True,742.0,25.0,C
100059,71947,2006-12-07 21:04:38.523,E,36,Chargedoff,2009-08-28 00:00:00.000,,,0,Other,Not available,False,994.0,33.0,E
98346,71961,2006-12-07 22:04:34.260,HR,36,Defaulted,2007-11-19 00:00:00.000,,,0,Other,Not available,False,346.0,12.0,HR
27457,71965,2006-12-07 22:11:34.380,E,36,Chargedoff,2008-09-25 00:00:00.000,,,0,Truck Driver,Not available,True,657.0,22.0,E
9402,71977,2006-12-07 23:37:39.673,HR,36,Chargedoff,2008-01-12 00:00:00.000,,,0,Sales - Commission,Not available,True,400.0,13.0,HR
20467,72006,2006-12-08 04:49:59.900,HR,36,Chargedoff,2008-06-21 00:00:00.000,,,0,Retail Management,Not available,True,560.0,19.0,HR
94075,72047,2006-12-08 07:41:20.800,HR,36,Chargedoff,2009-03-23 00:00:00.000,,,0,Sales - Retail,Not available,False,835.0,28.0,HR
97926,72050,2006-12-08 07:49:57.543,C,36,Chargedoff,2010-03-22 00:00:00.000,,,0,Other,Not available,True,1199.0,40.0,C
49199,72145,2006-12-08 10:51:55.670,HR,36,Chargedoff,2009-08-20 00:00:00.000,,,0,,,True,985.0,33.0,HR
15171,72168,2006-12-08 11:45:01.437,HR,36,Chargedoff,2008-01-27 00:00:00.000,,,0,Other,Not available,True,414.0,14.0,HR
63083,72185,2006-12-08 12:00:53.767,D,36,Defaulted,2008-03-18 00:00:00.000,,,0,Administrative Assistant,Not available,False,465.0,16.0,D
31102,72208,2006-12-08 12:47:26.793,HR,36,Defaulted,2007-05-14 00:00:00.000,,,0,Other,Not available,True,156.0,5.0,HR
97800,72271,2006-12-08 15:43:43.330,A,36,Chargedoff,2008-06-21 00:00:00.000,,,0,Sales - Commission,Not available,False,560.0,19.0,A
98585,72341,2006-12-08 18:23:20.850,HR,36,Defaulted,2007-08-20 00:00:00.000,,,0,Administrative Assistant,Not available,False,254.0,8.0,HR
8742,72351,2006-12-08 18:44:00.753,D,36,Chargedoff,2008-03-27 00:00:00.000,,,0,Military Enlisted,Not available,False,474.0,16.0,D
36179,72375,2006-12-08 20:12:08.463,HR,36,Defaulted,2009-10-22 00:00:00.000,,,0,Other,Not available,False,1048.0,35.0,HR
30920,72377,2006-12-08 20:17:51.047,E,36,Chargedoff,2008-02-16 00:00:00.000,,,0,Skilled Labor,Not available,True,434.0,14.0,E
70199,72385,2006-12-08 20:59:09.250,HR,36,Chargedoff,2008-01-18 00:00:00.000,,,0,Clerical,Not available,False,405.0,14.0,HR
3936,72391,2006-12-08 21:13:11.287,E,36,Chargedoff,2008-03-19 00:00:00.000,,,0,Professional,Not available,False,466.0,16.0,E
103838,72392,2006-12-08 21:32:56.753,HR,36,Defaulted,2007-10-26 00:00:00.000,,,0,Postal Service,Not available,False,321.0,11.0,HR
26483,72405,2006-12-08 23:33:52.880,A,36,Defaulted,2008-03-15 00:00:00.000,,,0,Laborer,Not available,False,462.0,15.0,A
6217,72456,2006-12-09 08:29:27.640,B,36,Chargedoff,2008-01-18 00:00:00.000,,,0,Other,Not available,True,404.0,13.0,B
54822,72480,2006-12-09 09:24:58.020,B,36,Defaulted,2007-08-17 00:00:00.000,,,0,Student - College Junior,Not available,True,250.0,8.0,B
44436,72522,2006-12-09 11:27:34.503,HR,36,Chargedoff,2009-05-20 00:00:00.000,,,0,Truck Driver,Not available,True,892.0,30.0,HR
51471,72551,2006-12-09 13:06:38.083,D,36,Defaulted,2009-06-10 00:00:00.000,,,0,Computer Programmer,Not available,True,913.0,30.0,D
90894,72559,2006-12-09 13:42:39.743,HR,36,Defaulted,2008-07-20 00:00:00.000,,,0,Other,Not available,False,588.0,20.0,HR
107057,72596,2006-12-09 15:15:54.180,E,36,Defaulted,2007-11-13 00:00:00.000,,,0,Sales - Retail,Not available,False,338.0,11.0,E
37618,72610,2006-12-09 16:07:20.780,E,36,Defaulted,2008-08-17 00:00:00.000,,,0,Clerical,Not available,False,616.0,21.0,E
4999,72612,2006-12-09 16:11:14.170,HR,36,Chargedoff,2008-07-18 00:00:00.000,,,0,Executive,Not available,False,586.0,20.0,HR
246,72615,2006-12-09 16:15:23.210,HR,36,Chargedoff,2008-03-22 00:00:00.000,,,0,Clerical,Not available,False,468.0,16.0,HR
81023,72622,2006-12-09 16:38:29.647,HR,36,Defaulted,2007-05-20 00:00:00.000,,,0,Other,Not available,False,161.0,5.0,HR
102835,72634,2006-12-09 17:16:07.663,D,36,Defaulted,2009-04-20 00:00:00.000,,,0,Student - Community College,Not available,False,862.0,29.0,D
111936,72646,2006-12-09 18:20:58.803,HR,36,Chargedoff,2008-04-20 00:00:00.000,,,0,Other,Not available,True,497.0,17.0,HR
37915,72874,2006-12-10 16:26:25.523,C,36,Defaulted,2007-10-26 00:00:00.000,,,0,Professional,Not available,True,319.0,11.0,C
21253,72880,2006-12-10 16:39:30.080,E,36,Chargedoff,2008-12-22 00:00:00.000,,,0,Skilled Labor,Not available,False,742.0,25.0,E
80271,72887,2006-12-10 17:08:03.550,C,36,Chargedoff,2008-01-18 00:00:00.000,,,0,Student - College Junior,Not available,False,403.0,13.0,C
105301,72922,2006-12-10 18:57:34.247,C,36,Defaulted,2008-04-10 00:00:00.000,,,0,Professional,Not available,True,486.0,16.0,C
23362,72990,2006-12-11 03:13:24.630,D,36,Defaulted,2007-10-18 00:00:00.000,,,0,Military Enlisted,Not available,True,310.0,10.0,D
10923,72992,2006-12-11 03:31:40.610,HR,36,Defaulted,2009-02-22 00:00:00.000,,,0,Professional,Not available,False,803.0,27.0,HR
100048,73001,2006-12-11 04:24:52.383,HR,36,Chargedoff,2009-12-19 00:00:00.000,,,0,Sales - Retail,Not available,False,1103.0,37.0,HR
15452,73015,2006-12-11 05:38:09.900,D,36,Chargedoff,2007-12-20 00:00:00.000,,,0,Professor,Not available,False,373.0,12.0,D
57963,73063,2006-12-11 07:53:05.030,E,36,Chargedoff,2008-12-22 00:00:00.000,,,0,Clerical,Not available,True,741.0,25.0,E
85166,73095,2006-12-11 09:03:45.227,HR,36,Defaulted,2007-09-19 00:00:00.000,,,0,Medical Technician,Not available,False,281.0,9.0,HR
58708,73114,2006-12-11 09:28:57.287,C,36,Defaulted,2007-07-19 00:00:00.000,,,0,Other,Not available,True,219.0,7.0,C
22190,73154,2006-12-11 10:33:43.287,E,36,Defaulted,2007-11-19 00:00:00.000,,,0,,,False,342.0,11.0,E
20804,73156,2006-12-11 10:36:06.597,E,36,Defaulted,2009-10-22 00:00:00.000,,,0,Architect,Not available,False,1045.0,35.0,E
20265,73157,2006-12-11 10:37:45.217,HR,36,Chargedoff,2008-01-17 00:00:00.000,,,0,Other,Not available,False,401.0,13.0,HR
70380,73164,2006-12-11 10:49:33.273,E,36,Defaulted,2009-02-02 00:00:00.000,,,0,Other,Not available,True,783.0,26.0,E
41538,73168,2006-12-11 10:51:50.237,D,36,Chargedoff,2008-01-25 00:00:00.000,,,0,Other,Not available,False,409.0,14.0,D
99137,73169,2006-12-11 10:52:16.877,E,36,Defaulted,2008-05-20 00:00:00.000,,,0,Civil Service,Not available,False,525.0,18.0,E
73206,73194,2006-12-11 11:40:39.347,HR,36,Chargedoff,2008-04-17 00:00:00.000,,,0,Other,Not available,True,492.0,16.0,HR
27006,73229,2006-12-11 12:48:27.170,E,36,Chargedoff,2010-01-17 00:00:00.000,,,0,Tradesman - Mechanic,Not available,True,1132.0,38.0,E
37017,73272,2006-12-11 13:33:29.660,HR,36,Defaulted,2007-08-17 00:00:00.000,,,0,Construction,Not available,False,248.0,8.0,HR
27930,73306,2006-12-11 14:19:54.273,HR,36,Defaulted,2007-07-01 00:00:00.000,,,0,Administrative Assistant,Not available,False,201.0,7.0,HR
92858,73337,2006-12-11 15:08:28.993,HR,36,Defaulted,2009-05-26 00:00:00.000,,,0,Professional,Not available,False,896.0,30.0,HR
7914,73364,2006-12-11 16:08:04.067,E,36,Chargedoff,2009-01-23 00:00:00.000,,,0,Skilled Labor,Not available,False,773.0,26.0,E
107806,73395,2006-12-11 17:17:08.637,HR,36,Chargedoff,2008-02-19 00:00:00.000,,,0,Administrative Assistant,Not available,False,434.0,14.0,HR
23260,73418,2006-12-11 18:10:36.403,D,36,Defaulted,2007-08-13 00:00:00.000,,,0,Nurse (RN),Not available,True,244.0,8.0,D
79768,73464,2006-12-11 19:54:53.423,HR,36,Defaulted,2008-02-25 00:00:00.000,,,0,Nurse's Aide,Not available,False,440.0,15.0,HR
62442,73485,2006-12-11 20:44:23.063,HR,36,Defaulted,2007-09-19 00:00:00.000,,,0,Other,Not available,False,281.0,9.0,HR
13372,73503,2006-12-11 21:29:52.067,E,36,Defaulted,2007-09-27 00:00:00.000,,,0,Medical Technician,Not available,False,289.0,10.0,E
105710,73504,2006-12-11 21:39:56.503,B,36,Chargedoff,2008-07-04 00:00:00.000,,,0,Other,Not available,True,570.0,19.0,B
105404,73515,2006-12-11 22:04:10.833,NC,36,Defaulted,2008-06-19 00:00:00.000,,,0,Skilled Labor,Not available,False,555.0,18.0,NC
23510,73586,2006-12-12 07:13:59.033,HR,36,Defaulted,2007-07-20 00:00:00.000,,,0,Nurse's Aide,Not available,False,219.0,7.0,HR
96957,73631,2006-12-12 09:05:24.040,C,36,Defaulted,2007-08-01 00:00:00.000,,,0,Teacher,Not available,False,231.0,8.0,C
80831,73725,2006-12-12 12:09:54.600,NC,36,Defaulted,2007-07-01 00:00:00.000,,,0,Other,Not available,False,200.0,7.0,NC
23581,73730,2006-12-12 12:26:41.497,C,36,Defaulted,2007-11-17 00:00:00.000,,,0,Computer Programmer,Not available,True,339.0,11.0,C
50263,73776,2006-12-12 13:48:45.417,HR,36,Defaulted,2007-11-20 00:00:00.000,,,0,Police Officer/Correction Officer,Not available,False,342.0,11.0,HR
8934,73797,2006-12-12 14:37:31.763,NC,36,Defaulted,2007-07-17 00:00:00.000,,,0,Other,Not available,False,216.0,7.0,NC
70219,73848,2006-12-12 16:05:03.470,D,36,Chargedoff,2010-03-21 00:00:00.000,,,0,Computer Programmer,Not available,False,1194.0,40.0,D
30698,73856,2006-12-12 16:20:28.407,NC,36,Defaulted,2007-11-17 00:00:00.000,,,0,Sales - Commission,Not available,False,339.0,11.0,NC
47865,73875,2006-12-12 17:00:39.980,E,36,Chargedoff,2008-12-29 00:00:00.000,,,0,Fireman,Not available,False,747.0,25.0,E
48629,73877,2006-12-12 17:02:02.027,HR,36,Chargedoff,2009-04-20 00:00:00.000,,,0,Medical Technician,Not available,False,859.0,29.0,HR
77744,73901,2006-12-12 18:05:57.773,E,36,Defaulted,2008-02-19 00:00:00.000,,,0,Teacher,Not available,True,433.0,14.0,E
33429,73927,2006-12-12 19:13:57.807,HR,36,Chargedoff,2009-01-22 00:00:00.000,,,0,,,False,771.0,26.0,HR
16035,73942,2006-12-12 19:54:43.997,D,36,Chargedoff,2008-01-28 00:00:00.000,,,0,Sales - Retail,Not available,False,411.0,14.0,D
53802,73961,2006-12-12 20:55:49.400,E,36,Defaulted,2007-08-17 00:00:00.000,,,0,Student - Technical School,Not available,False,247.0,8.0,E
103003,73962,2006-12-12 21:01:53.753,E,36,Defaulted,2009-03-20 00:00:00.000,,,0,Computer Programmer,Not available,False,828.0,28.0,E
89897,74008,2006-12-13 00:28:57.043,HR,36,Defaulted,2007-06-22 00:00:00.000,,,0,Professional,Not available,True,190.0,6.0,HR
61878,74094,2006-12-13 08:29:38.740,D,36,Chargedoff,2009-05-23 00:00:00.000,,,0,Other,Not available,True,891.0,30.0,D
44815,74169,2006-12-13 11:24:50.253,E,36,Chargedoff,2008-10-01 00:00:00.000,,,0,,,False,657.0,22.0,E
62131,74200,2006-12-13 12:35:50.943,HR,36,Chargedoff,2008-01-18 00:00:00.000,,,0,Other,Not available,False,400.0,13.0,HR
95699,74221,2006-12-13 13:26:56.617,B,36,Defaulted,2009-04-01 00:00:00.000,,,0,Other,Not available,False,839.0,28.0,B
22029,74239,2006-12-13 14:08:54.333,E,36,Chargedoff,2008-08-19 00:00:00.000,,,0,Other,Not available,True,614.0,20.0,E
93575,74266,2006-12-13 15:01:09.503,C,36,Defaulted,2008-09-19 00:00:00.000,,,0,Clerical,Not available,True,645.0,22.0,C
397,74300,2006-12-13 16:18:03.820,HR,36,Defaulted,2007-08-21 00:00:00.000,,,0,Bus Driver,Not available,False,250.0,8.0,HR
106987,74302,2006-12-13 16:27:26.400,HR,36,Defaulted,2007-10-21 00:00:00.000,,,0,Other,Not available,False,311.0,10.0,HR
100255,74318,2006-12-13 17:14:20.637,A,36,Chargedoff,2009-04-23 00:00:00.000,,,0,Realtor,Not available,True,861.0,29.0,A
86284,74330,2006-12-13 17:34:39.400,D,36,Defaulted,2007-08-26 00:00:00.000,,,0,Other,Not available,False,255.0,8.0,D
69229,74352,2006-12-13 18:15:43.497,E,36,Defaulted,2009-02-27 00:00:00.000,,,0,Professional,Not available,False,806.0,27.0,E
97559,74397,2006-12-13 19:46:06.757,E,36,Defaulted,2007-09-24 00:00:00.000,,,0,Other,Not available,True,284.0,9.0,E
72384,74412,2006-12-13 20:24:32.833,E,36,Defaulted,2007-11-19 00:00:00.000,,,0,Professional,Not available,False,340.0,11.0,E
63203,74437,2006-12-13 22:08:39.000,E,36,Defaulted,2007-07-01 00:00:00.000,,,0,Teacher,Not available,True,199.0,7.0,E
5871,74445,2006-12-13 22:37:42.323,HR,36,Defaulted,2007-06-27 00:00:00.000,,,0,Nurse's Aide,Not available,False,195.0,6.0,HR
109187,74446,2006-12-13 22:46:35.783,D,36,Chargedoff,2009-05-23 00:00:00.000,,,0,Realtor,Not available,True,891.0,30.0,D
90258,74585,2006-12-14 09:49:32.863,HR,36,Defaulted,2007-08-25 00:00:00.000,,,0,Clerical,Not available,False,253.0,8.0,HR
106422,74586,2006-12-14 09:52:07.517,B,36,Defaulted,2008-03-20 00:00:00.000,,,0,Other,Not available,False,461.0,15.0,B
36903,74589,2006-12-14 09:55:17.813,C,36,Defaulted,2007-10-25 00:00:00.000,,,0,,,True,314.0,10.0,C
33328,74591,2006-12-14 10:00:07.997,HR,36,Chargedoff,2008-01-26 00:00:00.000,,,0,Other,Not available,False,407.0,14.0,HR
82134,74668,2006-12-14 12:33:08.710,B,36,Chargedoff,2010-02-09 00:00:00.000,,,0,Other,Not available,True,1152.0,38.0,B
39009,74674,2006-12-14 12:50:44.913,NC,36,Chargedoff,2009-09-30 00:00:00.000,,,0,Skilled Labor,Not available,False,1020.0,34.0,NC
34706,74690,2006-12-14 13:21:03.080,HR,36,Chargedoff,2008-08-20 00:00:00.000,,,0,,,True,614.0,20.0,HR
78625,74699,2006-12-14 13:40:52.100,B,36,Defaulted,2009-08-23 00:00:00.000,,,0,Skilled Labor,Not available,False,982.0,33.0,B
8237,74712,2006-12-14 14:16:48.027,HR,36,Chargedoff,2008-06-26 00:00:00.000,,,0,Laborer,Not available,True,559.0,19.0,HR
68381,74721,2006-12-14 14:46:25.597,HR,36,Defaulted,2007-07-18 00:00:00.000,,,0,Other,Not available,False,215.0,7.0,HR
76098,74723,2006-12-14 14:53:10.007,E,36,Defaulted,2008-02-25 00:00:00.000,,,0,Other,Not available,False,437.0,15.0,E
94561,74725,2006-12-14 14:55:30.030,E,36,Defaulted,2007-11-24 00:00:00.000,,,0,Professional,Not available,False,344.0,11.0,E
12155,74796,2006-12-14 17:58:29.357,E,36,Chargedoff,2008-10-20 00:00:00.000,,,0,Other,Not available,False,675.0,22.0,E
45991,74797,2006-12-14 17:58:37.373,HR,36,Defaulted,2007-11-19 00:00:00.000,,,0,Other,Not available,False,339.0,11.0,HR
77562,74817,2006-12-14 18:36:12.670,HR,36,Chargedoff,2008-07-26 00:00:00.000,,,0,Food Service Management,Not available,False,589.0,20.0,HR
65905,74827,2006-12-14 19:01:44.023,HR,36,Defaulted,2007-10-25 00:00:00.000,,,0,Administrative Assistant,Not available,False,314.0,10.0,HR
41889,74841,2006-12-14 19:37:45.467,C,36,Chargedoff,2009-01-28 00:00:00.000,,,0,Chemist,Not available,True,775.0,26.0,C
87489,74876,2006-12-14 21:33:27.050,HR,36,Chargedoff,2007-12-21 00:00:00.000,,,0,Clerical,Not available,False,371.0,12.0,HR
55895,74882,2006-12-14 21:50:40.920,HR,36,Defaulted,2007-10-01 00:00:00.000,,,0,Professional,Not available,False,290.0,10.0,HR
103607,74900,2006-12-14 23:30:31.963,HR,36,Chargedoff,2010-03-23 00:00:00.000,,,0,Other,Not available,False,1194.0,40.0,HR
25272,74902,2006-12-14 23:48:18.223,E,36,Chargedoff,2008-06-28 00:00:00.000,,,0,Other,Not available,True,561.0,19.0,E
95623,74937,2006-12-15 05:56:57.753,A,36,Defaulted,2007-09-19 00:00:00.000,,,0,,,True,277.0,9.0,A
97348,74980,2006-12-15 07:59:54.743,D,36,Chargedoff,2008-10-21 00:00:00.000,,,0,Other,Not available,True,675.0,22.0,D
11907,74998,2006-12-15 08:36:56.403,E,36,Chargedoff,2008-02-25 00:00:00.000,,,0,Other,Not available,True,436.0,15.0,E
87320,75049,2006-12-15 10:31:32.923,HR,36,Defaulted,2007-11-20 00:00:00.000,,,0,Other,Not available,False,339.0,11.0,HR
110188,75055,2006-12-15 10:47:40.827,E,36,Chargedoff,2008-03-27 00:00:00.000,,,0,Car Dealer,Not available,False,467.0,16.0,E
27157,75071,2006-12-15 11:25:07.143,HR,36,Defaulted,2007-08-25 00:00:00.000,,,0,Other,Not available,False,252.0,8.0,HR
37392,75109,2006-12-15 13:24:07.913,NC,36,Defaulted,2007-11-25 00:00:00.000,,,0,Student - College Sophomore,Not available,False,344.0,11.0,NC
93012,75115,2006-12-15 13:47:16.950,E,36,Defaulted,2007-12-07 00:00:00.000,,,0,Accountant/CPA,Not available,False,356.0,12.0,E
82594,75237,2006-12-15 20:58:54.540,E,36,Chargedoff,2009-04-29 00:00:00.000,,,0,Sales - Commission,Not available,False,865.0,29.0,E
92722,75257,2006-12-15 22:44:10.387,HR,36,Chargedoff,2008-09-06 00:00:00.000,,,0,Professional,Not available,True,630.0,21.0,HR
2222,75310,2006-12-16 08:21:24.767,HR,36,Defaulted,2007-11-24 00:00:00.000,,,0,Other,Not available,False,342.0,11.0,HR
8229,75377,2006-12-16 12:36:41.817,E,36,Defaulted,2007-05-27 00:00:00.000,,,0,Military Enlisted,Not available,False,161.0,5.0,E
31435,75390,2006-12-16 13:31:27.527,A,36,Chargedoff,2008-10-04 00:00:00.000,,,0,Nurse (RN),Not available,False,657.0,22.0,A
9958,75419,2006-12-16 15:51:49.620,HR,36,Defaulted,2007-11-24 00:00:00.000,,,0,Engineer - Mechanical,Not available,True,342.0,11.0,HR
76404,75478,2006-12-16 19:48:20.117,HR,36,Chargedoff,2007-12-25 00:00:00.000,,,0,Other,Not available,False,373.0,12.0,HR
103478,75531,2006-12-17 02:51:29.683,E,36,Chargedoff,2009-04-29 00:00:00.000,,,0,Other,Not available,True,863.0,29.0,E
2115,75580,2006-12-17 10:58:26.320,HR,36,Defaulted,2007-07-20 00:00:00.000,,,0,Sales - Retail,Not available,False,214.0,7.0,HR
